open_time_ms,open,high,low,close,base_volume,close_time_ms,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
1615032000000,1564.08,1566.05,1534.29,1542.18,53566.65814,1615035599999,82990631.822371,42776,23724.5628,36745376.232727
1615035600000,1542.19,1543.81,1513.03,1528.55,47552.68242,1615039199999,72650818.0458646,61282,23189.27367,35444061.2010075
1615039200000,1528.55,1547.44,1525.45,1541.65,31188.41767,1615042799999,48042842.1921496,68721,16302.6244,25116716.0222727
1615042800000,1541.57,1557.0,1540.17,1544.41,28771.95725,1615046399999,44533936.1277007,73382,14929.76051,23110673.6797397
1615046400000,1544.0,1588.66,1540.62,1580.2,75054.63299,1615049999999,118079792.5511958,64862,39546.80369,62226032.0539208
1615050000000,1580.23,1606.7,1576.7,1600.98,65714.40761,1615053599999,104797323.3760711,87609,36886.49364,58817159.19575
1615053600000,1600.98,1621.0,1599.2,1615.63,63235.28616,1615057199999,101977581.208654,76576,35045.37663,56519997.3778908
1615057200000,1615.63,1627.85,1607.68,1620.71,48382.22862,1615060799999,78296812.1186562,73455,27586.48933,44656113.1562191
1615060800000,1620.72,1654.66,1620.72,1653.09,100485.33697,1615064399999,164977933.7330099,87348,55068.49423,90447767.6396897
1615064400000,1653.09,1670.0,1635.26,1642.97,66044.53592,1615067999999,109147276.3462888,81155,34981.03915,57857460.9055295
1615068000000,1642.89,1671.58,1636.49,1665.29,41203.68058,1615071599999,68260034.5842251,45362,24413.65234,40445555.4854109
1615071600000,1665.29,1670.12,1642.38,1650.35,44634.20776,1615075199999,74081921.5965305,69007,21911.70411,36379604.5320562
1615075200000,1650.68,1687.0,1650.37,1671.0,58737.06016,1615078799999,98239705.71582,114539,32031.00592,53570408.0019705
1615078800000,1670.99,1677.58,1636.09,1641.96,56240.9784,1615082399999,93311128.5272034,76072,27032.1195,44849741.141945
1615082400000,1642.25,1669.45,1640.49,1656.1,33742.47134,1615085999999,55902613.4315141,62754,19145.86768,31725888.9855802
1615086000000,1656.15,1664.74,1642.26,1648.98,27775.80184,1615089599999,45947203.0931258,29002,13256.8824,21933497.8124609
1615089600000,1648.99,1660.0,1646.93,1656.85,26967.4035,1615093199999,44617170.4763599,23533,14249.56914,23575079.4788844
1615093200000,1656.85,1668.43,1648.21,1663.31,26633.9496,1615096799999,44156846.6763197,26751,13870.36225,23001414.533576
1615096800000,1663.31,1669.2,1650.55,1662.99,22341.7234,1615100399999,37103844.496145,24209,11970.00515,19880830.7922197
1615100400000,1663.0,1687.41,1657.69,1684.54,32654.98224,1615103999999,54671627.5170011,32726,18036.16064,30210346.1001102
